,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,AAPL,^GSPC,AAPL,^GSPC,AAPL,^GSPC,AAPL,^GSPC,AAPL,^GSPC,AAPL,^GSPC
Date,,,,,,,,,,,,
2020-01-24,77.52693939208984,3295.469970703125,79.57749938964844,3295.469970703125,80.8324966430664,3333.179931640625,79.37999725341797,3281.530029296875,80.0625,3333.10009765625,146537600,3708780000
2020-01-27,75.24725341796875,3243.6298828125,77.23750305175781,3243.6298828125,77.94249725341797,3258.85009765625,76.22000122070312,3234.5,77.51499938964844,3247.159912109375,161940000,3831050000
2020-01-28,77.37593841552734,3276.239990234375,79.42250061035156,3276.239990234375,79.5999984741211,3285.780029296875,78.04750061035156,3253.219970703125,78.1500015258789,3255.35009765625,162234000,3531570000
2020-01-29,78.99560546875,3273.39990234375,81.08499908447266,3273.39990234375,81.9625015258789,3293.469970703125,80.34500122070312,3271.889892578125,81.11250305175781,3289.4599609375,216229200,3600250000
2020-01-30,78.88113403320312,3283.659912109375,80.96749877929688,3283.659912109375,81.02249908447266,3285.909912109375,79.6875,3242.800048828125,80.13500213623047,3256.449951171875,126743200,3790350000
2020-01-31,75.3836441040039,3225.52001953125,77.37750244140625,3225.52001953125,80.66999816894531,3282.330078125,77.07250213623047,3214.679931640625,80.23249816894531,3282.330078125,199588400,4529700000
2020-02-03,75.17662048339844,3248.919921875,77.16500091552734,3248.919921875,78.37249755859375,3268.43994140625,75.55500030517578,3235.659912109375,76.07499694824219,3235.659912109375,173788400,3760460000
2020-02-04,77.65847778320312,3297.590087890625,79.7125015258789,3297.590087890625,79.91000366210938,3306.919921875,78.40750122070312,3280.610107421875,78.82749938964844,3280.610107421875,136616400,3996900000
2020-02-05,78.2917251586914,3334.68994140625,80.36250305175781,3334.68994140625,81.19000244140625,3337.580078125,79.73750305175781,3313.75,80.87999725341797,3324.909912109375,118826800,4121480000
2020-02-06,79.2074966430664,3345.780029296875,81.30249786376953,3345.780029296875,81.30500030517578,3347.9599609375,80.06500244140625,3334.389892578125,80.64250183105469,3344.919921875,105425600,3887250000
2020-02-07,78.13085174560547,3327.7099609375,80.00749969482422,3327.7099609375,80.8499984741211,3341.419921875,79.5,3322.1201171875,80.59249877929688,3335.5400390625,117684000,3733920000
2020-02-10,78.50193786621094,3352.090087890625,80.38749694824219,3352.090087890625,80.38749694824219,3352.260009765625,78.4625015258789,3317.77001953125,78.54499816894531,3318.280029296875,109348800,3462730000
2020-02-11,78.0283203125,3357.75,79.90249633789062,3357.75,80.9749984741211,3375.6298828125,79.67749786376953,3352.719970703125,80.9000015258789,3365.8701171875,94323200,3762940000
2020-02-12,79.88131713867188,3379.449951171875,81.80000305175781,3379.449951171875,81.80500030517578,3381.469970703125,80.36750030517578,3369.719970703125,80.36750030517578,3370.5,113730400,3930910000
2020-02-13,79.3124771118164,3373.93994140625,81.21749877929688,3373.93994140625,81.55500030517578,3385.090087890625,80.8375015258789,3360.52001953125,81.04750061035156,3365.89990234375,94747600,3500890000
2020-02-14,79.3320083618164,3380.159912109375,81.23750305175781,3380.159912109375,81.49500274658203,3380.68994140625,80.7125015258789,3366.14990234375,81.18499755859375,3378.080078125,80113600,3419700000
2020-02-18,77.87939453125,3370.2900390625,79.75,3370.2900390625,79.9375,3375.010009765625,78.65249633789062,3355.610107421875,78.83999633789062,3369.0400390625,152531200,3750400000
2020-02-19,79.00730895996094,3386.14990234375,80.90499877929688,3386.14990234375,81.14250183105469,3393.52001953125,80.0,3378.830078125,80.0,3380.389892578125,93984000,3614200000
2020-02-20,78.19677734375,3373.22998046875,80.07499694824219,3373.22998046875,81.1624984741211,3389.14990234375,79.55249786376953,3341.02001953125,80.65750122070312,3380.449951171875,100566000,4019180000
2020-02-21,76.42679595947266,3337.75,78.26249694824219,3337.75,80.11250305175781,3360.760009765625,77.625,3328.449951171875,79.65499877929688,3360.5,129554000,3908780000
2020-02-24,72.79647827148438,3225.889892578125,74.54499816894531,3225.889892578125,76.04499816894531,3259.81005859375,72.30750274658203,3214.64990234375,74.31500244140625,3257.610107421875,222195200,4851160000
2020-02-25,70.33070373535156,3128.2099609375,72.0199966430664,3128.2099609375,75.63249969482422,3246.989990234375,71.53250122070312,3118.77001953125,75.23750305175781,3238.93994140625,230673600,5596760000
2020-02-26,71.4464111328125,3116.389892578125,73.1624984741211,3116.389892578125,74.47000122070312,3182.510009765625,71.625,3108.989990234375,71.63249969482422,3139.89990234375,198054800,5484650000
2020-02-27,66.7761001586914,2978.760009765625,68.37999725341797,2978.760009765625,71.5,3097.070068359375,68.23999786376953,2977.389892578125,70.2750015258789,3062.5400390625,320605600,7064710000
2020-02-28,66.73703002929688,2954.219970703125,68.33999633789062,2954.219970703125,69.60250091552734,2959.719970703125,64.09249877929688,2855.840087890625,64.31500244140625,2916.89990234375,426510000,8569570000
2020-03-02,72.95027923583984,3090.22998046875,74.70249938964844,3090.22998046875,75.36000061035156,3090.9599609375,69.43000030517578,2945.18994140625,70.56999969482422,2974.280029296875,341397200,6381330000
2020-03-03,70.6334457397461,3003.3701171875,72.33000183105469,3003.3701171875,76.0,3136.719970703125,71.44999694824219,2976.6298828125,75.9175033569336,3096.4599609375,319475600,6376510000
2020-03-04,73.90974426269531,3130.1201171875,75.68499755859375,3130.1201171875,75.8499984741211,3130.969970703125,73.28250122070312,3034.3798828125,74.11000061035156,3045.75,219178400,5073020000
2020-03-05,71.51233673095703,3023.93994140625,73.2300033569336,3023.93994140625,74.88749694824219,3083.0400390625,72.85250091552734,2999.830078125,73.87999725341797,3075.699951171875,187572800,5579290000
2020-03-06,70.56263732910156,2972.3701171875,72.25749969482422,2972.3701171875,72.70500183105469,2985.929931640625,70.30750274658203,2901.5400390625,70.5,2954.199951171875,226176800,6555240000
2020-03-09,64.981689453125,2746.56005859375,66.5425033569336,2746.56005859375,69.52249908447266,2863.889892578125,65.75,2734.429931640625,65.9375,2863.889892578125,286744800,8441290000
2020-03-10,69.66177368164062,2882.22998046875,71.33499908447266,2882.22998046875,71.61000061035156,2882.590087890625,67.34249877929688,2734.0,69.28500366210938,2813.47998046875,285290000,7642040000
2020-03-11,67.24239349365234,2741.3798828125,68.85749816894531,2741.3798828125,70.30500030517578,2825.60009765625,67.96499633789062,2707.219970703125,69.34750366210938,2825.60009765625,255598800,7431200000
2020-03-12,60.60188674926758,2480.639892578125,62.057498931884766,2480.639892578125,67.5,2660.949951171875,62.0,2478.860107421875,63.98500061035156,2630.860107421875,418474000,8850810000
2020-03-13,67.86248779296875,2711.02001953125,69.49250030517578,2711.02001953125,69.9800033569336,2711.330078125,63.23749923706055,2492.3701171875,66.22250366210938,2569.989990234375,370732000,8299070000
2020-03-16,59.1321907043457,2386.1298828125,60.5525016784668,2386.1298828125,64.7699966430664,2562.97998046875,60.0,2380.93994140625,60.48749923706055,2508.590087890625,322423600,7805450000
2020-03-17,61.732242584228516,2529.18994140625,63.21500015258789,2529.18994140625,64.40249633789062,2553.929931640625,59.599998474121094,2367.0400390625,61.877498626708984,2425.659912109375,324056000,8370250000
2020-03-18,60.22103500366211,2398.10009765625,61.66749954223633,2398.10009765625,62.5,2453.570068359375,59.279998779296875,2280.52001953125,59.942501068115234,2436.5,300233600,8799300000
2020-03-19,59.75962448120117,2409.389892578125,61.19499969482422,2409.389892578125,63.209999084472656,2466.969970703125,60.65250015258789,2319.780029296875,61.84749984741211,2393.47998046875,271857200,7956100000
2020-03-20,55.96575164794922,2304.919921875,57.310001373291016,2304.919921875,62.95750045776367,2453.010009765625,57.0,2295.56005859375,61.79499816894531,2431.93994140625,401693200,9053950000
2020-03-23,54.77679443359375,2237.39990234375,56.092498779296875,2237.39990234375,57.125,2300.72998046875,53.15250015258789,2191.860107421875,57.02000045776367,2290.7099609375,336752800,7411380000
2020-03-24,60.272315979003906,2447.330078125,61.720001220703125,2447.330078125,61.92250061035156,2449.7099609375,58.57500076293945,2344.43994140625,59.09000015258789,2344.43994140625,287531200,7563150000
2020-03-25,59.94028091430664,2475.56005859375,61.380001068115234,2475.56005859375,64.5625,2571.419921875,61.07500076293945,2407.530029296875,62.6875,2457.77001953125,303602000,8300010000
2020-03-26,63.09452819824219,2630.070068359375,64.61000061035156,2630.070068359375,64.66999816894531,2637.010009765625,61.59000015258789,2500.719970703125,61.630001068115234,2501.2900390625,252087200,7766990000
2020-03-27,60.48225021362305,2541.469970703125,61.935001373291016,2541.469970703125,63.967498779296875,2615.909912109375,61.76250076293945,2520.02001953125,63.1875,2555.8701171875,204216800,6201670000
2020-03-30,62.20830535888672,2626.64990234375,63.70249938964844,2626.64990234375,63.880001068115234,2631.800048828125,62.349998474121094,2545.280029296875,62.685001373291016,2558.97998046875,167976400,5751120000
2020-03-31,62.081356048583984,2584.590087890625,63.5724983215332,2584.590087890625,65.62249755859375,2641.389892578125,63.0,2571.14990234375,63.900001525878906,2614.68994140625,197002000,6576210000
2020-04-01,58.814815521240234,2470.5,60.227500915527344,2470.5,62.18000030517578,2522.75,59.782501220703125,2447.489990234375,61.625,2498.080078125,176218400,5964000000
2020-04-02,59.796234130859375,2526.89990234375,61.23249816894531,2526.89990234375,61.287498474121094,2533.219970703125,59.224998474121094,2455.7900390625,60.084999084472656,2458.5400390625,165934000,6464190000
2020-04-03,58.93688201904297,2488.64990234375,60.352500915527344,2488.64990234375,61.42499923706055,2538.179931640625,59.74250030517578,2459.9599609375,60.70000076293945,2514.919921875,129880000,6096970000
2020-04-06,64.0783920288086,2663.679931640625,65.61750030517578,2663.679931640625,65.77749633789062,2676.85009765625,62.345001220703125,2574.570068359375,62.724998474121094,2578.280029296875,201820400,6403840000
2020-04-07,63.336204528808594,2659.409912109375,64.85749816894531,2659.409912109375,67.92500305175781,2756.889892578125,64.75,2657.669921875,67.69999694824219,2738.64990234375,202887200,7050410000
2020-04-08,64.95728302001953,2749.97998046875,66.51750183105469,2749.97998046875,66.84249877929688,2760.75,65.30750274658203,2663.300048828125,65.68499755859375,2685.0,168895200,5875710000
2020-04-09,65.42601013183594,2789.820068359375,66.99749755859375,2789.820068359375,67.51750183105469,2818.570068359375,66.17500305175781,2762.360107421875,67.17500305175781,2776.989990234375,161834800,7899550000
2020-04-13,66.71018981933594,2761.6298828125,68.3125,2761.6298828125,68.42500305175781,2782.4599609375,66.4574966430664,2721.169921875,67.07749938964844,2782.4599609375,131022800,5319530000
2020-04-14,70.07926177978516,2846.06005859375,71.76249694824219,2846.06005859375,72.0625,2851.85009765625,69.51249694824219,2805.10009765625,70.0,2805.10009765625,194994800,5615730000
2020-04-15,69.43960571289062,2783.360107421875,71.10749816894531,2783.360107421875,71.5824966430664,2801.8798828125,70.15750122070312,2761.5400390625,70.5999984741211,2795.639892578125,131154400,5208000000
2020-04-16,69.99136352539062,2799.550048828125,71.67250061035156,2799.550048828125,72.05000305175781,2806.510009765625,70.5875015258789,2764.320068359375,71.84500122070312,2799.340087890625,157125200,5228810000
2020-04-17,69.04167175292969,2874.56005859375,70.69999694824219,2874.56005859375,71.73750305175781,2879.219970703125,69.21499633789062,2830.8798828125,71.17250061035156,2842.429931640625,215250000,5804810000
2020-04-20,67.60859680175781,2823.159912109375,69.23249816894531,2823.159912109375,70.41999816894531,2868.97998046875,69.2125015258789,2820.429931640625,69.48750305175781,2845.6201171875,130015200,5228630000
2020-04-21,65.518798828125,2736.56005859375,67.09249877929688,2736.56005859375,69.3125,2785.5400390625,66.35749816894531,2727.10009765625,69.06999969482422,2784.81005859375,180991600,5121010000
2020-04-22,67.40596008300781,2799.31005859375,69.0250015258789,2799.31005859375,69.4749984741211,2815.10009765625,68.05000305175781,2775.949951171875,68.40249633789062,2787.889892578125,116862400,5084920000
2020-04-23,67.14473724365234,2797.800048828125,68.75749969482422,2797.800048828125,70.4375,2844.89990234375,68.71749877929688,2794.260009765625,68.96749877929688,2810.419921875,124814400,5773530000
2020-04-24,69.08316802978516,2836.739990234375,70.74250030517578,2836.739990234375,70.75250244140625,2842.7099609375,69.25,2791.760009765625,69.30000305175781,2812.639892578125,126161200,5382810000
2020-04-27,69.13201904296875,2878.47998046875,70.7925033569336,2878.47998046875,71.13500213623047,2887.719970703125,69.98750305175781,2852.889892578125,70.44999694824219,2854.64990234375,117087600,5203930000
2020-04-28,68.01141357421875,2863.389892578125,69.6449966430664,2863.389892578125,71.4574966430664,2921.14990234375,69.55000305175781,2860.7099609375,71.2699966430664,2909.9599609375,112004800,5691160000
2020-04-29,70.24526977539062,2939.510009765625,71.93250274658203,2939.510009765625,72.4175033569336,2954.860107421875,70.97250366210938,2912.159912109375,71.18250274658203,2918.4599609375,137280800,6645640000
2020-04-30,71.7271728515625,2912.429931640625,73.44999694824219,2912.429931640625,73.63249969482422,2930.909912109375,72.0875015258789,2892.469970703125,72.48999786376953,2930.909912109375,183064000,6544980000
2020-05-01,70.5724105834961,2830.7099609375,72.26750183105469,2830.7099609375,74.75,2869.090087890625,71.4625015258789,2821.610107421875,71.5625,2869.090087890625,240616800,4759810000
2020-05-04,71.57090759277344,2842.739990234375,73.29000091552734,2842.739990234375,73.42250061035156,2844.239990234375,71.58000183105469,2797.85009765625,72.2925033569336,2815.010009765625,133568000,4735930000
2020-05-05,72.64512634277344,2868.43994140625,74.38999938964844,2868.43994140625,75.25,2898.22998046875,73.61499786376953,2863.550048828125,73.76499938964844,2868.8798828125,147751200,5140290000
2020-05-06,73.39462280273438,2848.419921875,75.15750122070312,2848.419921875,75.80999755859375,2891.110107421875,74.71749877929688,2847.64990234375,75.11499786376953,2883.139892578125,142333600,4892570000
2020-05-07,74.15388488769531,2881.18994140625,75.93499755859375,2881.18994140625,76.2925033569336,2901.919921875,75.49250030517578,2876.47998046875,75.80500030517578,2878.260009765625,115215200,5178790000
2020-05-08,75.91885375976562,2929.800048828125,77.53250122070312,2929.800048828125,77.5875015258789,2932.159912109375,76.07250213623047,2902.8798828125,76.41000366210938,2908.830078125,133838400,4876030000
2020-05-11,77.11347961425781,2930.18994140625,78.75250244140625,2930.18994140625,79.26249694824219,2944.25,76.80999755859375,2903.43994140625,77.0250015258789,2915.4599609375,145946400,4819730000
2020-05-12,76.2322006225586,2870.1201171875,77.85250091552734,2870.1201171875,79.92250061035156,2945.820068359375,77.72750091552734,2869.590087890625,79.4574966430664,2939.5,162301200,5119630000
2020-05-13,75.311767578125,2820.0,76.9124984741211,2820.0,78.98750305175781,2874.139892578125,75.80249786376953,2793.14990234375,78.0374984741211,2865.860107421875,200622400,6151650000
2020-05-14,75.77444458007812,2852.5,77.38500213623047,2852.5,77.44750213623047,2852.800048828125,75.38249969482422,2766.639892578125,76.12750244140625,2794.5400390625,158929200,5651130000
2020-05-15,75.32645416259766,2863.699951171875,76.92749786376953,2863.699951171875,76.9749984741211,2865.010009765625,75.05249786376953,2816.780029296875,75.0875015258789,2829.949951171875,166348400,5507700000
2020-05-18,77.10124206542969,2953.909912109375,78.73999786376953,2953.909912109375,79.125,2968.090087890625,77.58000183105469,2913.860107421875,78.2925033569336,2913.860107421875,135178400,6373670000
2020-05-19,76.65572357177734,2922.93994140625,78.28500366210938,2922.93994140625,79.62999725341797,2964.2099609375,78.25250244140625,2922.35009765625,78.75749969482422,2948.590087890625,101729600,4984330000
2020-05-20,78.14652252197266,2971.610107421875,79.80750274658203,2971.610107421875,79.87999725341797,2980.2900390625,79.12999725341797,2953.6298828125,79.16999816894531,2953.6298828125,111504800,5005380000
2020-05-21,77.56389617919922,2948.510009765625,79.2125015258789,2948.510009765625,80.22250366210938,2978.5,78.96749877929688,2938.570068359375,79.66500091552734,2969.949951171875,102688800,4976620000
2020-05-22,78.06330108642578,2955.449951171875,79.72250366210938,2955.449951171875,79.80750274658203,2956.760009765625,78.8375015258789,2933.590087890625,78.94249725341797,2948.050048828125,81803200,3970860000
2020-05-26,77.53453826904297,2991.77001953125,79.18250274658203,2991.77001953125,81.05999755859375,3021.719970703125,79.125,2988.169921875,80.875,3004.080078125,125522000,5848500000
2020-05-27,77.87235260009766,3036.1298828125,79.52749633789062,3036.1298828125,79.67749786376953,3036.25,78.27249908447266,2969.75,79.03500366210938,3015.64990234375,112945200,6398000000
2020-05-28,77.9066390991211,3029.72998046875,79.5625,3029.72998046875,80.86000061035156,3068.669921875,78.90750122070312,3023.39990234375,79.19249725341797,3046.610107421875,133560800,5447020000
2020-05-29,77.83074188232422,3044.31005859375,79.48500061035156,3044.31005859375,80.2874984741211,3049.169921875,79.11750030517578,2998.610107421875,79.8125,3025.169921875,153532400,7297550000
2020-06-01,78.78787231445312,3055.72998046875,80.4625015258789,3055.72998046875,80.5875015258789,3062.179931640625,79.30249786376953,3031.5400390625,79.4375,3038.780029296875,80791200,4684170000
2020-06-02,79.15263366699219,3080.820068359375,80.83499908447266,3080.820068359375,80.86000061035156,3081.070068359375,79.73249816894531,3051.639892578125,80.1875,3064.780029296875,87642800,5197150000
2020-06-03,79.58836364746094,3122.8701171875,81.27999877929688,3122.8701171875,81.55000305175781,3130.93994140625,80.57499694824219,3098.89990234375,81.16500091552734,3098.89990234375,104491200,6005560000
2020-06-04,78.90293884277344,3112.35009765625,80.58000183105469,3112.35009765625,81.40499877929688,3128.909912109375,80.19499969482422,3090.409912109375,81.09750366210938,3111.56005859375,87560400,6451290000
2020-06-05,81.15018463134766,3193.929931640625,82.875,3193.929931640625,82.9375,3211.719970703125,80.80750274658203,3163.840087890625,80.8375015258789,3163.840087890625,137250400,8639300000
2020-06-08,81.62997436523438,3232.389892578125,83.36499786376953,3232.389892578125,83.4000015258789,3233.1298828125,81.83000183105469,3196.0,82.5625,3199.919921875,95654400,8498300000
2020-06-09,84.20768737792969,3207.179931640625,85.99749755859375,3207.179931640625,86.40249633789062,3222.7099609375,83.00250244140625,3193.110107421875,83.03500366210938,3213.320068359375,147712400,6410930000
2020-06-10,86.37415313720703,3190.139892578125,88.20999908447266,3190.139892578125,88.69249725341797,3223.27001953125,86.52249908447266,3181.489990234375,86.9749984741211,3213.419921875,166651600,6598870000
2020-06-11,82.227294921875,3002.10009765625,83.9749984741211,3002.10009765625,87.76499938964844,3123.530029296875,83.87000274658203,2999.489990234375,87.32749938964844,3123.530029296875,201662400,7037320000
2020-06-12,82.93721008300781,3041.31005859375,84.69999694824219,3041.31005859375,86.94999694824219,3088.419921875,83.55500030517578,2984.469970703125,86.18000030517578,3071.0400390625,200146000,5845330000
2020-06-15,83.962890625,3066.590087890625,85.74749755859375,3066.590087890625,86.41999816894531,3079.760009765625,83.1449966430664,2965.659912109375,83.3125,2993.760009765625,138808800,5757480000
2020-06-16,86.1880874633789,3124.739990234375,88.0199966430664,3124.739990234375,88.30000305175781,3153.449951171875,86.18000030517578,3076.06005859375,87.86499786376953,3131.0,165428800,5845810000
2020-06-17,86.06814575195312,3113.489990234375,87.89749908447266,3113.489990234375,88.8499984741211,3141.159912109375,87.77249908447266,3108.030029296875,88.7874984741211,3136.1298828125,114406400,4560450000
2020-06-18,86.10240936279297,3115.340087890625,87.93250274658203,3115.340087890625,88.36250305175781,3120.0,87.30500030517578,3093.510009765625,87.85250091552734,3101.639892578125,96820400,4448690000
2020-06-19,85.61038208007812,3097.739990234375,87.43000030517578,3097.739990234375,89.13999938964844,3155.530029296875,86.2874984741211,3083.110107421875,88.66000366210938,3140.2900390625,264476000,8346650000
2020-06-22,87.85026550292969,3117.860107421875,89.71749877929688,3117.860107421875,89.86499786376953,3120.919921875,87.7874984741211,3079.389892578125,87.83499908447266,3094.419921875,135445200,4686690000
2020-06-23,89.72541046142578,3131.2900390625,91.63249969482422,3131.2900390625,93.09500122070312,3154.89990234375,90.56749725341797,3127.1201171875,91.0,3138.699951171875,212155600,4711850000
2020-06-24,88.14157104492188,3050.330078125,90.01499938964844,3050.330078125,92.19750213623047,3115.010009765625,89.62999725341797,3032.1298828125,91.25,3114.39990234375,192623200,5597680000
2020-06-25,89.31169891357422,3083.760009765625,91.20999908447266,3083.760009765625,91.25,3086.25,89.39250183105469,3024.010009765625,90.17500305175781,3046.60009765625,137522400,4847690000
2020-06-26,86.5675277709961,3009.050048828125,88.40750122070312,3009.050048828125,91.33000183105469,3073.72998046875,88.25499725341797,3004.6298828125,91.10250091552734,3073.199951171875,205256800,8107850000
2020-06-29,88.56262969970703,3053.239990234375,90.44499969482422,3053.239990234375,90.5425033569336,3053.889892578125,87.81999969482422,2999.739990234375,88.3125,3018.590087890625,130646000,4473970000
2020-06-30,89.3019027709961,3100.2900390625,91.19999694824219,3100.2900390625,91.49500274658203,3111.510009765625,90.0,3047.830078125,90.0199966430664,3050.199951171875,140223200,4705850000
2020-07-01,89.13299560546875,3115.860107421875,91.02749633789062,3115.860107421875,91.83999633789062,3128.43994140625,90.97750091552734,3101.169921875,91.27999877929688,3105.919921875,110737200,4449230000
2020-07-02,89.13299560546875,3130.010009765625,91.02749633789062,3130.010009765625,92.61750030517578,3165.81005859375,90.91000366210938,3124.52001953125,91.9625015258789,3143.639892578125,114041600,4197720000
2020-07-06,91.51732635498047,3179.719970703125,93.4625015258789,3179.719970703125,93.94499969482422,3182.590087890625,92.46749877929688,3155.2900390625,92.5,3155.2900390625,118655600,4759160000
2020-07-07,91.23336029052734,3145.320068359375,93.17250061035156,3145.320068359375,94.65499877929688,3184.14990234375,93.05750274658203,3142.929931640625,93.85250091552734,3166.43994140625,112424400,4571330000
2020-07-08,93.35818481445312,3169.93994140625,95.34249877929688,3169.93994140625,95.375,3171.800048828125,94.08999633789062,3136.530029296875,94.18000030517578,3153.070068359375,117092000,4937310000
2020-07-09,93.75965881347656,3152.050048828125,95.75250244140625,3152.050048828125,96.31749725341797,3179.780029296875,94.67250061035156,3115.699951171875,96.26249694824219,3176.169921875,125642800,4843650000
2020-07-10,93.9236831665039,3185.0400390625,95.91999816894531,3185.0400390625,95.9800033569336,3186.820068359375,94.70500183105469,3136.219970703125,95.33499908447266,3152.469970703125,90257200,4524190000
2020-07-13,93.4903793334961,3155.219970703125,95.47750091552734,3155.219970703125,99.95500183105469,3235.320068359375,95.25749969482422,3149.429931640625,97.26499938964844,3205.080078125,191649200,4902440000
2020-07-14,95.03752899169922,3197.52001953125,97.05750274658203,3197.52001953125,97.25499725341797,3200.949951171875,93.87750244140625,3127.659912109375,94.83999633789062,3141.110107421875,170989200,4507140000
2020-07-15,95.69111633300781,3226.56005859375,97.7249984741211,3226.56005859375,99.24749755859375,3238.280029296875,96.48999786376953,3200.760009765625,98.98999786376953,3225.97998046875,153198000,4686830000
2020-07-16,94.5136489868164,3215.570068359375,96.52249908447266,3215.570068359375,97.40499877929688,3220.389892578125,95.90499877929688,3198.590087890625,96.5625,3208.360107421875,110577600,3972860000
2020-07-17,94.32271575927734,3224.72998046875,96.32749938964844,3224.72998046875,97.14749908447266,3233.52001953125,95.83999633789062,3205.64990234375,96.98750305175781,3224.2099609375,92186800,4012850000
2020-07-20,96.31046295166016,3251.840087890625,98.35749816894531,3251.840087890625,98.5,3258.610107421875,96.0625,3215.159912109375,96.4175033569336,3224.2900390625,90318000,3979340000
2020-07-21,94.98119354248047,3257.300048828125,97.0,3257.300048828125,99.25,3277.2900390625,96.74250030517578,3247.77001953125,99.17250061035156,3268.52001953125,103433200,4556610000
2020-07-22,95.2480239868164,3276.02001953125,97.27249908447266,3276.02001953125,97.9749984741211,3279.320068359375,96.60250091552734,3253.10009765625,96.69249725341797,3254.860107421875,89001600,4267160000
2020-07-23,90.9126968383789,3235.659912109375,92.84500122070312,3235.659912109375,97.07749938964844,3279.989990234375,92.01000213623047,3222.659912109375,96.99749755859375,3271.639892578125,197004400,4296760000
2020-07-24,90.68746185302734,3215.6298828125,92.61499786376953,3215.6298828125,92.97000122070312,3227.260009765625,89.1449966430664,3200.050048828125,90.98750305175781,3218.580078125,185438800,3689410000
2020-07-27,92.83678436279297,3239.409912109375,94.80999755859375,3239.409912109375,94.90499877929688,3241.429931640625,93.4800033569336,3214.25,93.70999908447266,3219.840087890625,121214000,3970310000
2020-07-28,91.31169128417969,3218.43994140625,93.25250244140625,3218.43994140625,94.55000305175781,3243.719970703125,93.24749755859375,3216.169921875,94.36750030517578,3234.27001953125,103625600,4053180000
2020-07-29,93.06200408935547,3258.43994140625,95.04000091552734,3258.43994140625,95.2300033569336,3264.739990234375,93.7125015258789,3227.219970703125,93.75,3227.219970703125,90329200,4478200000
2020-07-30,94.18806457519531,3246.219970703125,96.19000244140625,3246.219970703125,96.29750061035156,3250.919921875,93.76750183105469,3204.1298828125,94.1875,3231.760009765625,158130000,4264920000
2020-07-31,104.0484848022461,3271.1201171875,106.26000213623047,3271.1201171875,106.41500091552734,3272.169921875,100.82499694824219,3220.260009765625,102.88500213623047,3270.449951171875,374336800,5007530000
